,method,name
571,  public Long <extra_id_0>() {    return id;  },getId
3542,"  void <extra_id_0>() {    var delayedService = new DelayedRemoteService(System.nanoTime(), 2);    var delayedServiceCircuitBreaker = new DefaultCircuitBreaker(delayedService, 3000,        1,        2 * 1000 * 1000 * 1000);    var monitoringService = new MonitoringService(delayedServiceCircuitBreaker,null);    //Set time as current time as initially server fails    var response = monitoringService.delayedServiceResponse();    assertEquals(response, ""Delayed service is down"");  }  @Test",testDelayedRemoteResponseFailure
1042,"  public static void <extra_id_0>(String[] args) {    var sagaOrchestrator = new SagaOrchestrator(newSaga(), serviceDiscovery());    Saga.Result goodOrder = sagaOrchestrator.execute(""good_order"");    Saga.Result badOrder = sagaOrchestrator.execute(""bad_order"");    Saga.Result crashedOrder = sagaOrchestrator.execute(""crashed_order"");    LOGGER.info(""orders: goodOrder is {}, badOrder is {},crashedOrder is {}"",        goodOrder, badOrder, crashedOrder);  }",main
1461,  public synchronized void <extra_id_0>(T instance) {    inUse.remove(instance);    available.add(instance);  }  @Override,checkIn
1951,  protected void <extra_id_0>() {    // Not used in Ring instance.  }  @Override,handleLeaderInvokeMessage
1733,  void <extra_id_0>() {    List<CalculatorAction> actions = List.of(        new SetVariableCalculatorAction(10.0)    );    CalculatorModel model = modelAfterExecutingActions(actions);    assert model.getVariable() == 10.0 && model.getOutput() == 0;  }  @Test,testSetVariable
2081,  void <extra_id_0>() {    final var exception = new CakeBakingException();    assertNull(exception.getMessage());    assertNull(exception.getCause());  }  @Test,testConstructor
567,"  public Wizard <extra_id_0>(String name) {    Transaction tx = null;    Wizard result;    try (var session = getSessionFactory().openSession()) {      tx = session.beginTransaction();      CriteriaBuilder criteriaBuilder = session.getCriteriaBuilder();      CriteriaQuery<Wizard> builderQuery = criteriaBuilder.createQuery(Wizard.class);      Root<Wizard> root = builderQuery.from(Wizard.class);      builderQuery.select(root).where(criteriaBuilder.equal(root.get(""name""), name));      Query<Wizard> query = session.createQuery(builderQuery);      result = query.uniqueResult();      tx.commit();    } catch (Exception e) {      if (tx != null) {        tx.rollback();      }      throw e;    }    return result;  }",findByName
3085,  public void <extra_id_0>() {    tobacco.smoke(this);  },smoke
332,    BuildStep <extra_id_0>();,noMoreAbilities
1658,"  void <extra_id_0>() {    final var view = new GiantView();    final var model = mock(GiantModel.class);    view.displayGiant(model);    assertEquals(model.toString(), appender.getLastMessage());    assertEquals(1, appender.getLogSize());  }  /**   * Logging Appender Implementation   */",testDisplayGiant
659,"  public AbstractSelector<T> <extra_id_0>(AbstractSelector<T> other) {    return new ConjunctionSelector<>(this, other);  }",and
1725,"  void <extra_id_0>() {    stub.setFileName(""etc/data/test.txt"");    presenter.start();    presenter.fileNameChanged();    presenter.confirmed();    assertTrue(loader.isLoaded());    assertTrue(stub.dataDisplayed());  }  /**   * Tests if the view closes after cancellation.   */  @Test",fileConfirmationWhenFileExists
199,"  public static void <extra_id_0>(String[] args) throws      BookDuplicateException,      BookNotFoundException,      VersionMismatchException {    var bookId = 1;    var bookRepository = new BookRepository();    var book = new Book();    book.setId(bookId);    bookRepository.add(book); // adding a book with empty title and author    LOGGER.info(""An empty book with version {} was added to repository"", book.getVersion());    // Alice and Bob took the book concurrently    final var aliceBook = bookRepository.get(bookId);    final var bobBook = bookRepository.get(bookId);    aliceBook.setTitle(""Kama Sutra""); // Alice has updated book title    bookRepository.update(aliceBook); // and successfully saved book in database    LOGGER.info(""Alice updates the book with new version {}"", aliceBook.getVersion());    // now Bob has the stale version of the book with empty title and version = 0    // while actual book in database has filled title and version = 1    bobBook.setAuthor(""Vatsyayana Mallanaga""); // Bob updates the author    try {      LOGGER.info(""Bob tries to update the book with his version {}"", bobBook.getVersion());      bookRepository.update(bobBook); // Bob tries to save his book to database    } catch (VersionMismatchException e) {      // Bob update fails, and book in repository remained untouchable      LOGGER.info(""Exception: {}"", e.getMessage());      // Now Bob should reread actual book from repository, do his changes again and save again    }  }",main
952,"    public Predicate <extra_id_0>(Root<Person> root, CriteriaQuery<?> query, CriteriaBuilder cb) {      return cb.between(root.get(""age""), from, to);    }  }  /**   * Name specification.   */  public static class NameEqualSpec implements Specification<Person> {    public final String name;    public NameEqualSpec(String name) {      this.name = name;    }    /**     * Get predicate.     */    public Predicate toPredicate(Root<Person> root, CriteriaQuery<?> query, CriteriaBuilder cb) {      return cb.equal(root.get(""name""), this.name);    }  }}",toPredicate
1890,"  Heavy <extra_id_0>() throws Exception {    final var holderField = HolderThreadSafe.class.getDeclaredField(""heavy"");    holderField.setAccessible(true);    return (Heavy) holderField.get(this.holder);  }  @Override",getInternalHeavyValue
3221,  public String[] <extra_id_0>() {    return console.getData();  },getData
2555,"  public String <extra_id_0>() {    return ""Axe"";  }",toString
3261,"  public void <extra_id_0>(String oldUsername, String newUsername) {    var author = getAuthorByUsername(oldUsername);    author.setUsername(newUsername);    try (var session = sessionFactory.openSession()) {      session.beginTransaction();      session.update(author);      session.getTransaction().commit();    }  }  @Override",authorUsernameUpdated
1402,  void <extra_id_0>() {    appender = new InMemoryAppender(GenWeather.class);  }  @AfterEach,setUp
3508,"  public String <extra_id_0>() {    return ""Orc commander"";  }",name
873,"  public void <extra_id_0>(SelectionKey key, int interestedOps) {    pendingCommands.add(new ChangeKeyOpsCommand(key, interestedOps));    selector.wakeup();  }  /**   * A command that changes the interested operations of the key provided.   */",changeOps
2672,"  public static void <extra_id_0>(String[] args) {    var eventProcessor = new DomainEventProcessor(new JsonFileJournal());    LOGGER.info(""Running the system first time............"");    eventProcessor.reset();    LOGGER.info(""Creating the accounts............"");    eventProcessor.process(new AccountCreateEvent(        0, new Date().getTime(), ACCOUNT_OF_DAENERYS, ""Daenerys Targaryen""));    eventProcessor.process(new AccountCreateEvent(        1, new Date().getTime(), ACCOUNT_OF_JON, ""Jon Snow""));    LOGGER.info(""Do some money operations............"");    eventProcessor.process(new MoneyDepositEvent(        2, new Date().getTime(), ACCOUNT_OF_DAENERYS, new BigDecimal(""100000"")));    eventProcessor.process(new MoneyDepositEvent(        3, new Date().getTime(), ACCOUNT_OF_JON, new BigDecimal(""100"")));    eventProcessor.process(new MoneyTransferEvent(        4, new Date().getTime(), new BigDecimal(""10000""), ACCOUNT_OF_DAENERYS,        ACCOUNT_OF_JON));    LOGGER.info(""...............State:............"");    LOGGER.info(AccountAggregate.getAccount(ACCOUNT_OF_DAENERYS).toString());    LOGGER.info(AccountAggregate.getAccount(ACCOUNT_OF_JON).toString());    LOGGER.info(""At that point system had a shut down, state in memory is cleared............"");    AccountAggregate.resetState();    LOGGER.info(""Recover the system by the events in journal file............"");    eventProcessor = new DomainEventProcessor(new JsonFileJournal());    eventProcessor.recover();    LOGGER.info(""...............Recovered State:............"");    LOGGER.info(AccountAggregate.getAccount(ACCOUNT_OF_DAENERYS).toString());    LOGGER.info(AccountAggregate.getAccount(ACCOUNT_OF_JON).toString());  }",main
3216,"  public void <extra_id_0>(HttpServletRequest req, HttpServletResponse resp)          throws ServletException, IOException {    resp.setContentType(CONTENT_TYPE);    try (PrintWriter out = resp.getWriter()) {      out.println(msgPartOne + "" Put "" + msgPartTwo);    }  }",doPut
2035,"  void <extra_id_0>() {    // Mock the com.sun.management.OperatingSystemMXBean    mockOsBean = Mockito.mock(com.sun.management.OperatingSystemMXBean.class);    cpuHealthIndicator = new CpuHealthIndicator();    setOperatingSystemMXBean(cpuHealthIndicator, mockOsBean);  }  /**   * Reflection method to set the private osBean in CpuHealthIndicator.   *   * @param indicator The CpuHealthIndicator instance to set the osBean for.   * @param osBean The OperatingSystemMXBean to set.   */",setUp
3431,"    void <extra_id_0>() throws Exception {        for (double d = 0.1; d < 2; d = d + 0.1) {            paymentTime *= d;            queueTaskTime *= d;            Commander c = buildCommanderObject(false);            var order = new Order(new User(""K"", ""J""), ""pen"", 1f);            for (Order.MessageSent ms : Order.MessageSent.values()) {                c.placeOrder(order);                assertFalse(StringUtils.isBlank(order.id));            }        }    }    @Test",testPlaceOrder2
2560,"  void <extra_id_0>() {    Consumer consumer = new Consumer(10L);    SquareNumberRequest squareNumberRequest = new SquareNumberRequest(5L);    squareNumberRequest.delayedSquaring(consumer);    Assertions.assertEquals(35, consumer.getSumOfSquaredNumbers().get());  }",delayedSquaringTest
336,    public WeaponStep <extra_id_0>(String fighterClass) {      this.fighterClass = fighterClass;      return this;    }    @Override,fighterClass
2088,    public int <extra_id_0>() {      return log.size();    }  }},getLogSize
1737,"  void <extra_id_0>() {    List<CalculatorAction> actions = List.of(        new SetVariableCalculatorAction(2.0),        new AdditionCalculatorAction(),        new AdditionCalculatorAction(),        new SetVariableCalculatorAction(2.0),        new DivisionCalculatorAction()    );    CalculatorModel model = modelAfterExecutingActions(actions);    assert model.getVariable() == 2.0 && model.getOutput() == 2.0;  }",testDivision
511,"  public boolean <extra_id_0>(final Shard shard) {    var shardId = shard.getId();    if (!shardMap.containsKey(shardId)) {      shardMap.put(shardId, shard);      return true;    } else {      return false;    }  }  /**   * Remove a shard instance by provided Id.   *   * @param shardId Id of shard instance to remove.   * @return {@code true} if removed. {@code false} if the shardId is not existed.   */",addNewShard
2801,"  public boolean <extra_id_0>(Order order) {    try {      conn.setAutoCommit(false);      insertIntoOrders.setString(1, order.getItem());      insertIntoOrders.setString(2, order.getOrderedBy());      var address = order.getShippingAddress();      insertIntoOrders.setString(3, address.getCity());      insertIntoOrders.setString(4, address.getState());      insertIntoOrders.setString(5, address.getPincode());      var affectedRows = insertIntoOrders.executeUpdate();      if (affectedRows == 1) {        var rs = insertIntoOrders.getGeneratedKeys();        rs.last();        var insertedAddress = new ShippingAddress(address.getCity(), address.getState(), address.getPincode());        var insertedOrder = new Order(rs.getInt(1), order.getItem(), order.getOrderedBy(),            insertedAddress);         conn.commit();        LOGGER.info(""Inserted: {}"", insertedOrder);      } else {        conn.rollback();      }    } catch (Exception e) {      LOGGER.error(e.getLocalizedMessage());    } finally {      try {        conn.setAutoCommit(true);      } catch (SQLException e) {        LOGGER.error(e.getLocalizedMessage());      }    }    return true;  }  @Override",insertOrder
1291,"  private Promise<String> <extra_id_0>(String urlString) {    return new Promise<String>()        .fulfillInAsync(            () -> Utility.downloadFile(urlString), executor)        .onError(            throwable -> {              throwable.printStackTrace();              taskCompleted();            }        );  }",download
801,  public double <extra_id_0>(double amount) {    return amount * TAX_PERCENTAGE / 100.0;  },calculate
3064,    void <extra_id_0>() throws SQLException {        TestUtils.deleteSchema(dataSource);    }    @Test,tearDown
3774,  public long <extra_id_0>(int value) {    return safeCall(value);  },doRemoteFunction
2324,  public MongoClient <extra_id_0>() {    return mongoClient;  }  /**   * Get mongo database.   *   * @return mongo database   */,getMongoClient
322,"  public static void <extra_id_0>(String[] args) {    var warrior = CharacterStepBuilder        .newBuilder()        .name(""Amberjill"")        .fighterClass(""Paladin"")        .withWeapon(""Sword"")        .noAbilities()        .build();    LOGGER.info(warrior.toString());    var mage = CharacterStepBuilder        .newBuilder()        .name(""Riobard"")        .wizardClass(""Sorcerer"")        .withSpell(""Fireball"")        .withAbility(""Fire Aura"")        .withAbility(""Teleport"")        .noMoreAbilities()        .build();    LOGGER.info(mage.toString());    var thief = CharacterStepBuilder        .newBuilder()        .name(""Desmond"")        .fighterClass(""Rogue"")        .noWeapon()        .build();    LOGGER.info(thief.toString());  }",main
1112,  public int <extra_id_0>(Message o) {    return priority - o.priority;  }  @Override,compareTo
3423,"    private Commander <extra_id_0>() {        PaymentService paymentService = new PaymentService                (new PaymentDatabase());        var shippingService = new ShippingService(new ShippingDatabase());        var messagingService = new MessagingService(new MessagingDatabase(), new IllegalStateException());        var employeeHandle = new EmployeeHandle                (new EmployeeDatabase(), new IllegalStateException());        var qdb = new QueueDatabase                (new DatabaseUnavailableException(), new IllegalStateException());        return new Commander(employeeHandle, paymentService, shippingService,                messagingService, qdb, numOfRetries, retryDuration,                queueTime, queueTaskTime, paymentTime, messageTime, employeeTime);    }",buildCommanderObjectNoPaymentException2
378,  public int <extra_id_0>() {    return id;  },getId
1965,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteMetaMappingWithoutException
3377,"  public void <extra_id_0>(List<Exception> list, T obj) {    do {      try {        op.operation(list);        return;      } catch (Exception e) {        this.errors.add(e);        if (this.attempts.incrementAndGet() >= this.maxAttempts || !this.test.test(e)) {          this.handleError.handleIssue(obj, e);          return; //return here...dont go further        }        try {          long testDelay =              (long) Math.pow(2, this.attempts.intValue()) * 1000 + RANDOM.nextInt(1000);          long delay = Math.min(testDelay, this.maxDelay);          Thread.sleep(delay);        } catch (InterruptedException f) {          //ignore        }      }    } while (true);  }",perform
240,"  void <extra_id_0>() {    var heroStatA = HeroStat.valueOf(3, 9, 2);    var heroStatB = HeroStat.valueOf(3, 9, 2);    assertEquals(heroStatA, heroStatB);  }  /**   * The toString() for two equal values must be the same. For two non-equal values it must be   * different.   */  @Test",testEquals
3015,"  public void <extra_id_0>() {    Arrays.fill(pixels, Pixel.WHITE);  }  @Override",clearAll
1663,"  void <extra_id_0>() {    final var model = new GiantModel(Health.HEALTHY, Fatigue.ALERT, Nourishment.SATURATED);    assertEquals(Fatigue.ALERT, model.getFatigue());    var messageFormat = ""The giant looks healthy, %s and saturated."";    for (final var fatigue : Fatigue.values()) {      model.setFatigue(fatigue);      assertEquals(fatigue, model.getFatigue());      assertEquals(String.format(messageFormat, fatigue), model.toString());    }  }  /**   * Verify if the nourishment level is set properly though the constructor and setter   */  @Test",testSetFatigue
2724,"  void <extra_id_0>() {    Arrays.stream(Weekday.values()).forEach(weekday -> {      final String toString = weekday.toString();      assertNotNull(toString);      assertEquals(weekday.name(), toString.toUpperCase());    });  }",testToString
3613,"  void <extra_id_0>() throws Exception {    assertTimeout(ofMillis(3000), () -> {      // Instantiate a new executor and start a new 'null' task ...      final var executor = new ThreadAsyncExecutor();      final var asyncResult = executor.startProcess(null, null);      assertNotNull(          asyncResult,          ""The AsyncResult should not be 'null', even though the task and callback were 'null'.""      );      asyncResult.await(); // Prevent timing issues, and wait until the result is available      assertTrue(asyncResult.isCompleted());      try {        asyncResult.getValue();        fail(""Expected ExecutionException with NPE as cause"");      } catch (final ExecutionException e) {        assertNotNull(e.getMessage());        assertNotNull(e.getCause());        assertEquals(NullPointerException.class, e.getCause().getClass());      }    });  }",testNullTaskWithNullCallback
2680,"  public AudioInputStream <extra_id_0>(String filePath)      throws UnsupportedAudioFileException, IOException {    return AudioSystem.getAudioInputStream(new File(filePath).getAbsoluteFile());  }  /**   * Returns with the message array of the queue.   *   * @return PlayMessage[]   */",getAudioStream
16,"  public void <extra_id_0>() {    LOGGER.info(""move"");  }  @Override",move
1425,"  public void <extra_id_0>(GenWeather weather, WeatherType weatherType) {    LOGGER.info(""The orcs are facing "" + weatherType.getDescription() + "" weather now"");  }",update
2723,  void <extra_id_0>() {    Arrays.stream(Event.values()).map(Event::toString).forEach(toString -> {      assertNotNull(toString);      assertFalse(toString.trim().isEmpty());    });  },testToString
1654,"  void <extra_id_0>() {    final var model = mock(GiantModel.class);    final var view = mock(GiantView.class);    final var controller = new GiantController(model, view);    verifyNoMoreInteractions(model, view);    for (final var nourishment : Nourishment.values()) {      controller.setNourishment(nourishment);      verify(model).setNourishment(nourishment);      verifyNoMoreInteractions(view);    }    controller.getNourishment();    //noinspection ResultOfMethodCallIgnored    verify(model).getNourishment();    verifyNoMoreInteractions(model, view);  }  @Test",testSetNourishment
1729,"    void <extra_id_0>() {      assertDoesNotThrow(() ->{        FileSelectorJframe jFrame = new FileSelectorJframe();        ActionEvent action = new ActionEvent(""dummy"", 1, ""dummy"");        jFrame.actionPerformed(action);      });    }",testActionEvent
3079,"  void <extra_id_0>() throws SQLException {    customerDao.save(customer);    try (var connection = dataSource.getConnection();        var statement = connection.createStatement();        ResultSet rs = statement.executeQuery(SELECT_CUSTOMERS_SQL)) {      assertTrue(rs.next());      assertEquals(customer.getName(), rs.getString(""name""));      assertEquals(customer.getMoney(), Money.of(USD, rs.getBigDecimal(""money"")));    }    assertThrows(SQLException.class, () -> customerDao.save(customer));  }  @Test",shouldSaveCustomer
1503,"  public boolean <extra_id_0>() {    return ""Album Page"".equals(page.getTitleText());  }  /**   * Sets the album title input text field.   *   * @param albumTitle the new album title value to set   * @return {@link AlbumPage}   */",isAt
2604,"  void <extra_id_0>(View view, String displayMessage) {    assertEquals(0, appender.getLogSize());    view.display();    assertEquals(displayMessage, appender.getLastMessage());    assertEquals(1, appender.getLogSize());  }",testDisplay
2223,  public void <extra_id_0>(float offset) {    var currentPosition = bullet.getPosition();    bullet.setPosition(currentPosition + offset);  }  /**   * Get current position of the bullet.   *   * @return position of bullet   */,moveBullet
2760,"  public int <extra_id_0>(int eventTime) throws MaxNumOfEventsAllowedException,      LongRunningEventException {    return createEvent(eventTime, false);  }",createAsync
2300,"  void <extra_id_0>(PlayerDetails details, int prizeAmount);",prizeError
2102,    public void <extra_id_0>() {        cakeBakingService.getAllCakes().forEach(cake -> LOGGER.info(cake.toString()));    },render
863,"  public void <extra_id_0>() {    reactorMain.execute(() -> {      try {        LOGGER.info(""Reactor started, waiting for events..."");        eventLoop();      } catch (IOException e) {        LOGGER.error(""exception in event loop"", e);      }    });  }  /**   * Stops the reactor and related resources such as dispatcher.   *   * @throws InterruptedException if interrupted while stopping the reactor.   * @throws IOException          if any I/O error occurs.   */",start
3567,"  public String <extra_id_0>() {    LOGGER.info(""Successfully found price info"");    return ""20"";  }",getPrice
3764,"  void <extra_id_0>() {    var remoteService = new RemoteService(new StaticRandomProvider(0.21));    var result = remoteService.doRemoteFunction(10);    assertEquals(RemoteServiceStatus.FAILURE.getRemoteServiceStatusValue(), result);  }  @Test",testFailedCall
1837,  private static void <extra_id_0>(TaskSet taskSet) throws InterruptedException {    var rand = new SecureRandom();    for (var i = 0; i < 5; i++) {      var time = Math.abs(rand.nextInt(1000));      taskSet.addTask(new Task(time));    }  },addTasks
1075,  public static Saga <extra_id_0>() {    return new Saga();  }  /**   * get resuzlt of saga.   *   * @return result of saga @see {@link SagaResult}   */,create
2725,  void <extra_id_0>() {    appender = new InMemoryAppender(KingJoffrey.class);  }  @AfterEach,setUp
3701,  public void <extra_id_0>() {    head = null;    end = null;    cache.clear();  }  /**   * Returns cache data in list form.   *   * @return {@link List}   */,clear
2414,  public String <extra_id_0>() {    return DESCRIPTION;  },getDescription
1188,"  public String <extra_id_0>() {    return ""Orcish wolf attacks with "" + weapon;  }",toString
1453,"  public Card <extra_id_0>(Card obj, long id) {    float additionalSum = obj.getSum();    Card cardToUpdate = cardJpaRepository.findById(id);    int initialVersion = cardToUpdate.getVersion();    float resultSum = cardToUpdate.getSum() + additionalSum;    cardToUpdate.setSum(resultSum);    //Maybe more complex business-logic e.g. HTTP-requests and so on    if (initialVersion != cardJpaRepository.getEntityVersionById(id)) {      String exMessage =          String.format(""Entity with id %s were updated in another transaction"", id);      throw new ApplicationException(exMessage);    }    cardJpaRepository.update(cardToUpdate);    return cardToUpdate;  }",doUpdate
2929,"  public void <extra_id_0>() {    LOGGER.info(""Start Render Game Component "");    IntStream.range(0, numEntities).forEach(i -> renderComponents[i] = new RenderComponent());  }  /**   * render component.   */",start
3670,"  public UserAccount <extra_id_0>(final String userId) {    LOGGER.info(""Trying to find {} in cache"", userId);    if (cachingPolicy == CachingPolicy.THROUGH            || cachingPolicy == CachingPolicy.AROUND) {      return cacheStore.readThrough(userId);    } else if (cachingPolicy == CachingPolicy.BEHIND) {      return cacheStore.readThroughWithWriteBackPolicy(userId);    } else if (cachingPolicy == CachingPolicy.ASIDE) {      return findAside(userId);    }    return null;  }  /**   * Save user account.   *   * @param userAccount {@link UserAccount}   */",find
3672,  public String <extra_id_0>() {    return cacheStore.print();  }  /**   * Cache-Aside save user account helper.   *   * @param userAccount {@link UserAccount}   */,printCacheContent
1145,    public String <extra_id_0>(Headers header) {      throw poison();    }    @Override,getHeader
3290,  public void <extra_id_0>(final Member member) {    this.listeners.remove(member);  }  /**   * Publish and event to all members.   *   * @param event The event   */,unsubscribe
122,"  static <T> Trampoline<T> <extra_id_0>(final Trampoline<Trampoline<T>> trampoline) {    return new Trampoline<T>() {      @Override      public boolean complete() {        return false;      }      @Override      public Trampoline<T> jump() {        return trampoline.result();      }      @Override      public T get() {        return trampoline(this);      }      T trampoline(final Trampoline<T> trampoline) {        return Stream.iterate(trampoline, Trampoline::jump)            .filter(Trampoline::complete)            .findFirst()            .map(Trampoline::result)            .get();      }    };  }",more
383,"  public static void <extra_id_0>(String[] args) {    LOGGER.info(""Program started"");    // Create a list of tasks to be executed    var tasks = List.of(        new PotatoPeelingTask(3),        new PotatoPeelingTask(6),        new CoffeeMakingTask(2),        new CoffeeMakingTask(6),        new PotatoPeelingTask(4),        new CoffeeMakingTask(2),        new PotatoPeelingTask(4),        new CoffeeMakingTask(9),        new PotatoPeelingTask(3),        new CoffeeMakingTask(2),        new PotatoPeelingTask(4),        new CoffeeMakingTask(2),        new CoffeeMakingTask(7),        new PotatoPeelingTask(4),        new PotatoPeelingTask(5));    // Creates a thread pool that reuses a fixed number of threads operating off a shared    // unbounded queue. At any point, at most nThreads threads will be active processing    // tasks. If additional tasks are submitted when all threads are active, they will wait    // in the queue until a thread is available.    var executor = Executors.newFixedThreadPool(3);    // Allocate new worker for each task    // The worker is executed when a thread becomes    // available in the thread pool    tasks.stream().map(Worker::new).forEach(executor::execute);    // All tasks were executed, now shutdown    executor.shutdown();    while (!executor.isTerminated()) {      Thread.yield();    }    LOGGER.info(""Program finished"");  }",main
1262,"  public static void <extra_id_0>(String[] args) {    var proxy = new WizardTowerProxy(new IvoryTower());    proxy.enter(new Wizard(""Red wizard""));    proxy.enter(new Wizard(""White wizard""));    proxy.enter(new Wizard(""Black wizard""));    proxy.enter(new Wizard(""Green wizard""));    proxy.enter(new Wizard(""Brown wizard""));  }",main
1152,"  Map<Headers, String> <extra_id_0>();",getHeaders
2372,  void <extra_id_0>(Person person);,insert
3215,"  public void <extra_id_0>(HttpServletRequest req, HttpServletResponse resp)          throws ServletException, IOException {    resp.setContentType(CONTENT_TYPE);    try (PrintWriter out = resp.getWriter()) {      out.println(msgPartOne + "" Delete "" + msgPartTwo);    }  }  @Override",doDelete
85,"  private void <extra_id_0>() {    var modifiedWeapons = context.get(UnitActions.MODIFY.getActionValue());    for (var weapon : modifiedWeapons) {      LOGGER.info(""Scheduling {} for modification work."", weapon.getName());      weaponDatabase.modify(weapon);    }  }",commitModify
86,"  private void <extra_id_0>() {    var deletedWeapons = context.get(UnitActions.DELETE.getActionValue());    for (var weapon : deletedWeapons) {      LOGGER.info(""Scrapping {}."", weapon.getName());      weaponDatabase.delete(weapon);    }  }",commitDelete
1236,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
1515,"  public AlbumListPage <extra_id_0>() {    var loginButton = (HtmlSubmitInput) page.getElementById(""loginButton"");    try {      loginButton.click();    } catch (IOException e) {      LOGGER.error(""An error occurred on login."", e);    }    return new AlbumListPage(webClient);  }",login
2175,"  private TreeNode<T> <extra_id_0>(T value) {    if (this.isGreaterThan(value)) {      return this.left;    }    return this.right;  }  /**   * Add a new Child TreeNode of given value to self. WARNING: This method is destructive (will   * overwrite existing tree structure, if any), and should be called only by this class's insert()   * method.   *   * @param valToInsert Value of the new TreeNode to be inserted   */",traverseOneLevelDown
1763,  void <extra_id_0>(Creature creature);  /**   * Gets the locker.   *   * @return the Creature that holds the object. Returns null if no one is locking.   */,unlock
3316,  protected void <extra_id_0>() {  },printThisBefore
112,"  void <extra_id_0>() {    var cg = new CandyGame(3, new CellPool(9));    var arr1 = cg.adjacentCells(0, 0);    var arr2 = cg.adjacentCells(1, 2);    var arr3 = cg.adjacentCells(1, 1);    assertTrue(arr1.size() == 2 && arr2.size() == 3 && arr3.size() == 4);  }  @Test",adjacentCellsTest
3317,  protected void <extra_id_0>() {  }  /**   * Print.   */,printThisAfter
2624,"  public void <extra_id_0>() {    LOGGER.info(""Displaying archers"");  }",display
2975,  void <extra_id_0>() {    var df = new DataFetcher();    var countries = df.fetch();    Assertions.assertFalse(countries.isEmpty());  }  @Test,testIsDirty
1817,"  ArrayList<Worker> <extra_id_0>(int num) {    //i+1 will be id    return IntStream.range(0, num)        .mapToObj(i -> new ArrayTransposeWorker(this, i + 1))        .collect(Collectors.toCollection(() -> new ArrayList<>(num)));  }  @Override",setWorkers
2349,"  void <extra_id_0>() {    MongoConnectionPropertiesLoader.load();    var mongoClient = new MongoClient(System.getProperty(""mongo-host""),        Integer.parseInt(System.getProperty(""mongo-port"")));    mongoClient.dropDatabase(TEST_DB);    mongoClient.close();    mongoEventLog = new MongoEventLog(TEST_DB, TEST_EVENTS_COLLECTION);  }  @Test",init
2842,"  void <extra_id_0>() {    final var asteroid = new FlamingAsteroid(1, 2, 3, 4);    assertEquals(1, asteroid.getLeft());    assertEquals(2, asteroid.getTop());    assertEquals(3, asteroid.getRight());    assertEquals(4, asteroid.getBottom());    assertTrue(asteroid.isOnFire());    assertFalse(asteroid.isDamaged());    assertEquals(""FlamingAsteroid at [1,2,3,4] damaged=false onFire=true"", asteroid.toString());  }  /**   * Test what happens we collide with an asteroid   */  @Test",testConstructor
2064,"  private Map<String, String> <extra_id_0>(      GarbageCollectorMXBean gcBean, List<MemoryPoolMXBean> memoryPoolMxBeans) {    Map<String, String> collectorDetails = new HashMap<>();    long count = gcBean.getCollectionCount();    long time = gcBean.getCollectionTime();    collectorDetails.put(""count"", String.format(""%d"", count));    collectorDetails.put(""time"", String.format(""%dms"", time));    String[] memoryPoolNames = gcBean.getMemoryPoolNames();    List<String> memoryPoolNamesList = Arrays.asList(memoryPoolNames);    if (!memoryPoolNamesList.isEmpty()) {      addMemoryPoolDetails(collectorDetails, memoryPoolMxBeans, memoryPoolNamesList);    } else {      LOGGER.error(""Garbage collector '{}' does not have any memory pools"", gcBean.getName());    }    return collectorDetails;  }  /**   * Adds memory pool details to the collector details.   *   * @param collectorDetails Map containing details for the garbage collector   * @param memoryPoolMxBeans List of memory pool MXBeans   * @param memoryPoolNamesList List of memory pool names associated with the garbage collector   */",createCollectorDetails
478,"  public static ThreadSafeDoubleCheckLocking <extra_id_0>() {    // local variable increases performance by 25 percent    // Joshua Bloch ""Effective Java, Second Edition"", p. 283-284    var result = instance;    // Check if singleton instance is initialized.    // If it is initialized then we can return the instance.    if (result == null) {      // It is not initialized but we cannot be sure because some other thread might have      // initialized it in the meanwhile.      // So to make sure we need to lock on an object to get mutual exclusion.      synchronized (ThreadSafeDoubleCheckLocking.class) {        // Again assign the instance to local variable to check if it was initialized by some        // other thread while current thread was blocked to enter the locked zone.        // If it was initialized then we can return the previously created instance        // just like the previous null check.        result = instance;        if (result == null) {          // The instance is still not initialized so we can safely          // (no other thread can enter this zone)          // create an instance and make it our singleton instance.          result = new ThreadSafeDoubleCheckLocking();          instance = result;        }      }    }    return result;  }",getInstance
736,"  void <extra_id_0>() {    var b1 = new Bubble(0, 0, 1, 2);    var b2 = new Bubble(1, 1, 2, 1);    var b3 = new Bubble(10, 10, 3, 1);    //b1 touches b2 but not b3    assertTrue(b1.touches(b2));    assertFalse(b1.touches(b3));  }  @Test",touchesTest
2066,  protected List<GarbageCollectorMXBean> <extra_id_0>() {    return ManagementFactory.getGarbageCollectorMXBeans();  }  /**   * Retrieves the list of memory pool MXBeans using ManagementFactory.   *   * @return a list of {@link MemoryPoolMXBean} objects representing the memory pools   */,getGarbageCollectorMxBeans
3659,  private static boolean <extra_id_0>(String value) {    try {      Integer.parseInt(value);      return true;    } catch (NumberFormatException e) {      return false;    }  },isValidInt
