,method,name
3745,"  public void <extra_id_0>() {    LOGGER.info(""Bloodlust slowly disappears."");  }",onDeactivate
3289,  public void <extra_id_0>(final Member member) {    this.listeners.add(member);  }  /**   * Deregister a member to stop receiving events.   *   * @param member The member to deregister   */,subscribe
1371,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
3801,"  void <extra_id_0>() {    app.createKingdom(Kingdom.FactoryMaker.KingdomType.ELF);    final var kingdom = app.getKingdom();    final var elfCastle = kingdom.getCastle();    assertTrue(elfCastle instanceof ElfCastle);    assertEquals(ElfCastle.DESCRIPTION, elfCastle.getDescription());    app.createKingdom(Kingdom.FactoryMaker.KingdomType.ORC);    final var orcCastle = kingdom.getCastle();    assertTrue(orcCastle instanceof OrcCastle);    assertEquals(OrcCastle.DESCRIPTION, orcCastle.getDescription());  }  @Test",verifyCastleCreation
2453,"  void <extra_id_0>() {    final var integers = List.of(1, 2, 3, 10, 9, 8);    final var first4 = createFluentIterable(integers)        .first(4)        .asList();    assertNotNull(first4);    assertEquals(4, first4.size());    assertEquals(integers.get(0), first4.get(0));    assertEquals(integers.get(1), first4.get(1));    assertEquals(integers.get(2), first4.get(2));    assertEquals(integers.get(3), first4.get(3));  }  @Test",testFirstCount
3698,"  public void <extra_id_0>(final String userId) {    var toBeRemoved = cache.remove(userId);    if (toBeRemoved != null) {      LOGGER.info(""# {} has been updated! ""              + ""Removing older version from cache..."", userId);      remove(toBeRemoved);    }  }  /**   * Check if the cache is full.   * @return boolean   */",invalidate
1959,"  public void <extra_id_0>(Integer id) {    LOGGER.info(""delete user at: "" + id);    try (var session = factory.openSession()) {      var tx = session.beginTransaction();      var user = session.get(User.class, id);      session.delete(user);      tx.commit();    } catch (HibernateException e) {      LOGGER.debug(""fail to delete user"", e);    }  }  /**   * Get user.   * @param id user id   * @return deleted user   */",deleteUser
2620,  private Command <extra_id_0>(String request) {    var commandClass = getCommandClass(request);    try {      return (Command) commandClass.getDeclaredConstructor().newInstance();    } catch (Exception e) {      throw new ApplicationException(e);    }  },getCommand
2843,"  void <extra_id_0>() {    testCollision(        new FlamingAsteroid(1, 2, 3, 4),        false, true,        false, true    );  }  /**   * Test what happens we collide with an meteoroid   */  @Test",testCollideFlamingAsteroid
897,"  public Customer <extra_id_0>(Customer customer) {    return customerMap.put(customer.id(), customer);  }",addCustomer
2520,"  void <extra_id_0>() {    var blacksmith = new ElfBlacksmith();    var weapon = blacksmith.manufactureWeapon(WeaponType.SPEAR);    verifyWeapon(weapon, WeaponType.SPEAR, ElfWeapon.class);  }  /**   * This method asserts that the weapon object that is passed is an instance of the clazz and the   * weapon is of type expectedWeaponType.   *   * @param weapon             weapon object which is to be verified   * @param expectedWeaponType expected WeaponType of the weapon   * @param clazz              expected class of the weapon   */",testElfBlacksmithWithSpear
1134,  private void <extra_id_0>(Message message) {    LOGGER.info(message.toString());  },processMessage
975,"  void <extra_id_0>() {    assertEquals(4, repository.count());  }  @Test",testCount
1873,"  public void <extra_id_0>(PartyMember actor, Action action) {    for (var member : members) {      if (!member.equals(actor)) {        member.partyAction(action);      }    }  }  @Override",act
1514,"  public LoginPage <extra_id_0>(String password) {    var passwordInputPasswordField = (HtmlPasswordInput) page.getElementById(""password"");    passwordInputPasswordField.setText(password);    return this;  }  /**   * Clicking on the login button to 'login'.   *   * @return {@link AlbumListPage} - this is the page that user gets navigated to once successfully   *     logged in   */",enterPassword
230,"  private void <extra_id_0>() {    while (isRunning) {      processInput();      update();      render();    }  }  /**   * Handle any user input that has happened since the last call. In order to   * simulate the situation in real-life game, here we add a random time lag.   * The time lag ranges from 50 ms to 250 ms.   */",gameLoop
3341,"    void <extra_id_0>(){        LOGGER.info(""eventInputTest:"");        playerTest.update(KeyEvent.KEY_LOCATION_LEFT);        assertEquals(-1, playerTest.getVelocity());        assertEquals(-1, playerTest.getCoordinate());        playerTest.update(KeyEvent.KEY_LOCATION_RIGHT);        playerTest.update(KeyEvent.KEY_LOCATION_RIGHT);        assertEquals(1, playerTest.getVelocity());        assertEquals(0, playerTest.getCoordinate());        LOGGER.info(Integer.toString(playerTest.getCoordinate()));        LOGGER.info(Integer.toString(playerTest.getVelocity()));        GameObject p2 = GameObject.createPlayer();        p2.update(KeyEvent.KEY_LOCATION_LEFT);        //in the case of an unknown, object stats are set to default        p2.update(KeyEvent.KEY_LOCATION_UNKNOWN);        assertEquals(-1, p2.getVelocity());    }    /**     * Tests the demo component interface.     */    @Test",eventInputTest
956,"  private static Properties <extra_id_0>() {    var properties = new Properties();    properties.setProperty(""hibernate.dialect"", ""org.hibernate.dialect.H2Dialect"");    properties.setProperty(""hibernate.hbm2ddl.auto"", ""create-drop"");    return properties;  }  /**   * Get transaction manager.   */  @Bean",jpaProperties
808,    public boolean <extra_id_0>(String message) {      return log.stream().anyMatch(event -> event.getMessage().equals(message));    }  }},logContains
480,  public static synchronized ThreadSafeLazyLoadedIvoryTower <extra_id_0>() {    if (instance == null) {      instance = new ThreadSafeLazyLoadedIvoryTower();    }    return instance;  },getInstance
1538,  public void <extra_id_0>() {    isDrunk = false;  }  @Override,makeSober
3625,"  <T> T <extra_id_0>(AsyncResult<T> asyncResult) throws ExecutionException, InterruptedException;",endProcess
892,"  private AbstractNioChannel <extra_id_0>(int port, ChannelHandler handler) throws IOException {    var channel = new NioServerSocketChannel(port, handler);    channel.bind();    channels.add(channel);    return channel;  }",tcpChannel
1776,"  void <extra_id_0>(){    elf = new Elf(""Nagdil"");    orc = new Orc(""Ghandar"");    sword = new SwordOfAragorn();  }  @Test",init
1947,"  public static void <extra_id_0>(String[] args) {    Map<Integer, Instance> instanceMap = new HashMap<>();    var messageManager = new RingMessageManager(instanceMap);    var instance1 = new RingInstance(messageManager, 1, 1);    var instance2 = new RingInstance(messageManager, 2, 1);    var instance3 = new RingInstance(messageManager, 3, 1);    var instance4 = new RingInstance(messageManager, 4, 1);    var instance5 = new RingInstance(messageManager, 5, 1);    instanceMap.put(1, instance1);    instanceMap.put(2, instance2);    instanceMap.put(3, instance3);    instanceMap.put(4, instance4);    instanceMap.put(5, instance5);    instance2.onMessage(new Message(MessageType.HEARTBEAT_INVOKE, """"));    final var thread1 = new Thread(instance1);    final var thread2 = new Thread(instance2);    final var thread3 = new Thread(instance3);    final var thread4 = new Thread(instance4);    final var thread5 = new Thread(instance5);    thread1.start();    thread2.start();    thread3.start();    thread4.start();    thread5.start();    instance1.setAlive(false);  }",main
3247,"  public BigInteger <extra_id_0>(String username) {    BigInteger bookcount;    try (var session = sessionFactory.openSession()) {      var sqlQuery = session.createNativeQuery(              ""SELECT count(b.title)"" + "" FROM  Book b, Author a""                      + "" where b.author_id = a.id and a.username=:username"");      sqlQuery.setParameter(AppConstants.USER_NAME, username);      bookcount = (BigInteger) sqlQuery.uniqueResult();    }    return bookcount;  }  @Override",getAuthorBooksCount
1746,  public String <extra_id_0>() {    return TAG;  },tag
1049,    boolean <extra_id_0>() {      return isForward;    },isForward
3532,"      public int <extra_id_0>(Car o1, Car o2) {        return o1.getYear() - o2.getYear();      }    });",compare
1537,  public void <extra_id_0>() {    isDrunk = true;  }  @Override,makeDrunk
902,"  void <extra_id_0>() {    Customer customerWithId5 = customerRegistry.getCustomer(""5"");    assertNull(customerWithId5);  }",shouldReturnNullWhenQueriedCustomerIsNotInRegistry
1800,"  static int[] <extra_id_0>(int[][] data, int num) {    var initialDivision = data.length / num; //equally dividing    var divisions = new int[num];    Arrays.fill(divisions, initialDivision);    if (initialDivision * num != data.length) {      var extra = data.length - initialDivision * num;      var l = 0;      //equally dividing extra among all parts      while (extra > 0) {        divisions[l] = divisions[l] + 1;        extra--;        if (l == num - 1) {          l = 0;        } else {          l++;        }      }    }    return divisions;  }  @Override",makeDivisions
2341,"  void <extra_id_0>() {    var numbers1 = LotteryNumbers.create(Set.of(1, 2, 3, 4));    var numbers2 = LotteryNumbers.create(Set.of(1, 2, 3, 4));    assertEquals(numbers1, numbers2);    var numbers3 = LotteryNumbers.create(Set.of(11, 12, 13, 14));    assertNotEquals(numbers1, numbers3);  }",testEquals
1874,  public void <extra_id_0>(PartyMember member) {    members.add(member);    member.joinedParty(this);  },addMember
224,  public static void <extra_id_0>() {    statue = null;  }  @Test,tearDown
3646,"  public void <extra_id_0>(int wizard, int amount) {    wizards[wizard].setHealth(amount);  }",setHealth
2609,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
189,"  public Boolean <extra_id_0>(Room room) throws Exception {    try (var connection = getConnection();         var statement =             connection                 .prepareStatement(""UPDATE ROOMS SET ROOM_TYPE = ?, PRICE = ?, BOOKED = ?""                     + "" WHERE ID = ?"")) {      statement.setString(1, room.getRoomType());      statement.setInt(2, room.getPrice());      statement.setBoolean(3, room.isBooked());      statement.setInt(4, room.getId());      return statement.executeUpdate() > 0;    } catch (Exception e) {      throw new Exception(e.getMessage(), e);    }  }  @Override",update
2709,  void <extra_id_0>() {    appender = new InMemoryAppender();  }  @AfterEach,setUp
2187,  public final void <extra_id_0>(ItemType type) {    this.type = type;  },setType
2426,"  public void <extra_id_0>() {    for (var item : MenuItem.values()) {      if (selected.equals(item)) {        LOGGER.info(""* {}"", item);      } else {        LOGGER.info(item.toString());      }    }  }",render
1338,"  void <extra_id_0>() throws Exception {    final var queue = spy(new ItemQueue());    for (var id = 0; id < ITEM_COUNT; id++) {      queue.put(new Item(""producer"", id));    }    reset(queue); // Don't count the preparation above as interactions with the queue    final var consumer = new Consumer(""consumer"", queue);    for (var id = 0; id < ITEM_COUNT; id++) {      consumer.consume();    }    verify(queue, times(ITEM_COUNT)).take();  }",testConsume
2863,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
2740,  public void <extra_id_0>(Weekday day) {    if (day == Weekday.SATURDAY) {      notifyObservers(Event.TRAITOR_DETECTED);    }  }  @Override,timePasses
3236,    Book.AddTitle <extra_id_0>(String author);  }  /**   * Functional interface which adds the title to a book.   */,withAuthor
1314,      public boolean <extra_id_0>(Stats stat) {        return false;      }      @Override,has
1955,"  public static List<User> <extra_id_0>() {    final var user1 = new User(""ZhangSan"", ""zhs123"");    final var user2 = new User(""LiSi"", ""ls123"");    final var user3 = new User(""WangWu"", ""ww123"");    return List.of(user1, user2, user3);  }",generateSampleUsers
3502,  public int <extra_id_0>() {    return 1;  }  @Override,getPriority
3172,"  void <extra_id_0>() {    final var newId = 2;    final var otherCustomer = new Customer(newId, FIRSTNAME, LASTNAME);    assertNotEquals(customer, otherCustomer);    assertNotEquals(customer.hashCode(), otherCustomer.hashCode());  }  @Test",notEqualWithDifferentId
3789,"    private static void <extra_id_0>(String urlString, File destination) throws Exception {        if (System.getenv(""MVNW_USERNAME"") != null && System.getenv(""MVNW_PASSWORD"") != null) {            String username = System.getenv(""MVNW_USERNAME"");            char[] password = System.getenv(""MVNW_PASSWORD"").toCharArray();            Authenticator.setDefault(new Authenticator() {                @Override                protected PasswordAuthentication getPasswordAuthentication() {                    return new PasswordAuthentication(username, password);                }            });        }        URL website = new URL(urlString);        ReadableByteChannel rbc;        rbc = Channels.newChannel(website.openStream());        FileOutputStream fos = new FileOutputStream(destination);        fos.getChannel().transferFrom(rbc, 0, Long.MAX_VALUE);        fos.close();        rbc.close();    }",downloadFileFromURL
589,"  void <extra_id_0>() {    final var originalEntities = this.dao.findAll();    this.dao.delete(originalEntities.get(1));    this.dao.delete(originalEntities.get(2));    final var entitiesLeft = this.dao.findAll();    assertNotNull(entitiesLeft);    assertEquals(INITIAL_COUNT - 2, entitiesLeft.size());  }  @Test",testDelete
2836,"  void <extra_id_0>() {    testCollision(        new FlamingAsteroid(1, 1, 3, 4),        false, true,        false, false    );  }  /**   * Test what happens we collide with an meteoroid   */  @Test",testCollideFlamingAsteroid
3847,"  public Void <extra_id_0>(String key, Object value) {    properties.put(key, value);    return null;  }  @Override",put
769,  public boolean <extra_id_0>(List<Royalty> tableGuests) {    return tableGuests.stream().allMatch(Royalty::getMood);  },checkIfYouWillBeHanged
1245,  public int <extra_id_0>() {    return log.size();  },getLogSize
1448,"  void <extra_id_0>() {    //Creating parameter object with default values set    parameterObject = ParameterObject.newBuilder()        .withType(""sneakers"")        .build();    searchService = new SearchService();  }  /**   *  Testing parameter object against the overloaded method to verify if the behaviour is same.   */  @Test",setUp
3362,"  private Retry.Operation <extra_id_0>(Order order) {    return (l) -> {      if (!l.isEmpty()) {        if (DatabaseUnavailableException.class.isAssignableFrom(l.get(0).getClass())) {          LOG.debug(ORDER_ID + ERROR_CONNECTING_MSG_SVC              + ""(Payment Success msg), trying again.."", order.id);        } else {          LOG.debug(ORDER_ID + "": Error in creating Payment Success""              + "" messaging request.."", order.id);        }        throw l.remove(0);      }      if (!order.messageSent.equals(MessageSent.PAYMENT_FAIL)          && !order.messageSent.equals(MessageSent.PAYMENT_SUCCESSFUL)) {        var requestId = messagingService.receiveRequest(2);        order.messageSent = MessageSent.PAYMENT_SUCCESSFUL;        LOG.info(ORDER_ID + "": Payment Success message sent,""            + REQUEST_ID, order.id, requestId);      }    };  }",handleSuccessMessageRetryOperation
3586,  void <extra_id_0>() {    netflixService = spy(new NetflixService());    youTubeService = spy(new YouTubeService());    BusinessLookup businessLookup = spy(new BusinessLookup());    businessLookup.setNetflixService(netflixService);    businessLookup.setYouTubeService(youTubeService);    businessDelegate = spy(new BusinessDelegate());    businessDelegate.setLookupService(businessLookup);  }  /**   * In this example the client ({@link MobileClient}) utilizes a business delegate (   * {@link BusinessDelegate}) to execute a task. The Business Delegate then selects the appropriate   * service and makes the service call.   */  @Test,setup
3351,"  void <extra_id_0>() throws Exception {    //rest is successful    var ps = new PaymentService(new PaymentDatabase());    var ss = new ShippingService(new ShippingDatabase(), new DatabaseUnavailableException(),        new DatabaseUnavailableException(), new DatabaseUnavailableException(),        new DatabaseUnavailableException(), new DatabaseUnavailableException(),        new DatabaseUnavailableException());    var ms = new MessagingService(new MessagingDatabase());    var eh = new EmployeeHandle(new EmployeeDatabase());    var qdb = new QueueDatabase();    var c = new Commander(eh, ps, ss, ms, qdb, numOfRetries, retryDuration,        queueTime, queueTaskTime, paymentTime, messageTime, employeeTime);    var user = new User(""Jim"", ""ABCD"");    var order = new Order(user, ""book"", 10f);    c.placeOrder(order);  }",shippingDatabaseUnavailableCase
1775,  public synchronized boolean <extra_id_0>() {    return getHealth() > 0;  },isAlive
477,"  public String <extra_id_0>() {    return getDeclaringClass().getCanonicalName() + ""@"" + hashCode();  }",toString
853,  public void <extra_id_0>() {    // no-op  },stop
1580,  public static void <extra_id_0>() {    /* Close all resources */    fileLoggerModule.unprepare();    consoleLoggerModule.unprepare();  }  /**   * Following method is main executor.   */,unprepare
3779,"  void <extra_id_0>() {    assertThrows(IllegalArgumentException.class, () -> new Hero.Builder(Profession.THIEF, null));  }  /**   * Test if the hero build by the builder has the correct attributes, as requested   */  @Test",testMissingName
187,"  public Optional<Room> <extra_id_0>(int id) throws Exception {    ResultSet resultSet = null;    try (var connection = getConnection();         var statement = connection.prepareStatement(""SELECT * FROM ROOMS WHERE ID = ?"")) {      statement.setInt(1, id);      resultSet = statement.executeQuery();      if (resultSet.next()) {        return Optional.of(createRoom(resultSet));      } else {        return Optional.empty();      }    } catch (Exception e) {      throw new Exception(e.getMessage(), e);    } finally {      if (resultSet != null) {        resultSet.close();      }    }  }  @Override",getById
3695,  public void <extra_id_0>(final Node node) {    node.next = head;    node.previous = null;    if (head != null) {      head.previous = node;    }    head = node;    if (end == null) {      end = head;    }  }  /**   * Set user account.   *   * @param userAccount {@link UserAccount}   * @param userId      {@link String}   */,setHead
3808,  public void <extra_id_0>(final Kingdom.FactoryMaker.KingdomType kingdomType) {    final KingdomFactory kingdomFactory = Kingdom.FactoryMaker.makeFactory(kingdomType);    kingdom.setKing(kingdomFactory.createKing());    kingdom.setCastle(kingdomFactory.createCastle());    kingdom.setArmy(kingdomFactory.createArmy());  },createKingdom
449,"  private int <extra_id_0>() {    return ThreadLocalRandom.current().nextInt(1, 10000);  }",getRandomCustomerId
572,  public void <extra_id_0>(Long id) {    this.id = id;  },setId
2479,"  public final <T> FluentIterable<T> <extra_id_0>(Function<? super E, T> function) {    var temporaryList = new ArrayList<T>();    this.forEach(e -> temporaryList.add(function.apply(e)));    return from(temporaryList);  }  /**   * Collects all remaining objects of this Iterable into a list.   *   * @return a list with all remaining objects of this Iterable   */  @Override",map
1591,  public String <extra_id_0>() {    return host;  },getHost
2367,"  public Person <extra_id_0>(int id) {    Person person = personMap.get(id);    if (person == null) {      LOGGER.info(""ID not in Map."");      return null;    }    LOGGER.info(person.toString());    return person;  }  /**   * Get the size of the map.   */",getPerson
2208,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
2984,"  public boolean <extra_id_0>(Item item) {    if (items.size() < inventorySize) {      lock.lock();      try {        if (items.size() < inventorySize) {          items.add(item);          var thread = Thread.currentThread();          LOGGER.info(""{}: items.size()={}, inventorySize={}"", thread, items.size(), inventorySize);          return true;        }      } finally {        lock.unlock();      }    }    return false;  }  /**   * Get all the items in the inventory.   *   * @return All the items of the inventory, as an unmodifiable list   */",addItem
3255,  public static SessionFactory <extra_id_0>() {    return SESSIONFACTORY;  },getSessionFactory
1430,"  public String <extra_id_0>(ParameterObject parameterObject) {    return getQuerySummary(parameterObject.getType(), parameterObject.getSortBy(),        parameterObject.getSortOrder());  }",search
3616,  T <extra_id_0>() throws ExecutionException;  /**   * Blocks the current thread until the async task is completed.   *   * @throws InterruptedException if the execution is interrupted   */,getValue
3396,"  public Order <extra_id_0>(Order o) throws DatabaseUnavailableException {    return data.put(o.id, o);  }  @Override",add
2441,"  void <extra_id_0>() {    final var dispatcher = Dispatcher.getInstance();    final var store = mock(Store.class);    dispatcher.registerStore(store);    dispatcher.menuItemSelected(MenuItem.HOME);    dispatcher.menuItemSelected(MenuItem.COMPANY);    // We expect 4 events, 2 menu selections and 2 content change actions    final var actionCaptor = ArgumentCaptor.forClass(Action.class);    verify(store, times(4)).onAction(actionCaptor.capture());    verifyNoMoreInteractions(store);    final var actions = actionCaptor.getAllValues();    final var menuActions = actions.stream()        .filter(a -> a.getType().equals(ActionType.MENU_ITEM_SELECTED))        .map(a -> (MenuAction) a)        .toList();    final var contentActions = actions.stream()        .filter(a -> a.getType().equals(ActionType.CONTENT_CHANGED))        .map(a -> (ContentAction) a)        .toList();    assertEquals(2, menuActions.size());    assertEquals(1, menuActions.stream().map(MenuAction::getMenuItem).filter(MenuItem.HOME::equals)        .count());    assertEquals(1, menuActions.stream().map(MenuAction::getMenuItem)        .filter(MenuItem.COMPANY::equals).count());    assertEquals(2, contentActions.size());    assertEquals(1, contentActions.stream().map(ContentAction::getContent)        .filter(Content.PRODUCTS::equals).count());    assertEquals(1, contentActions.stream().map(ContentAction::getContent)        .filter(Content.COMPANY::equals).count());  }",testMenuItemSelected
2815,  public void <extra_id_0>(GameObject gameObject) {    gameObject.collisionResolve(this);  }  @Override,collision
3367,"  private void <extra_id_0>(Order order, Order o) {    if (o.messageSent.equals(MessageSent.NONE_SENT) && order.paid        .equals(PaymentStatus.TRYING)        && System.currentTimeMillis() - o.createdTime < messageTime) {      var qt = new QueueTask(order, TaskType.MESSAGING, 1);      updateQueue(qt);      LOG.warn(""Order {}: Error in sending Payment Error message, trying to queue task and add to employee handle.."",              order.id);      employeeHandleIssue(o);    }  }",handlePaymentPossibleErrorMsgErrorIssue
2290,  public MongoCollection<Document> <extra_id_0>() {    return eventsCollection;  }  @Override,getEventsCollection
159,"  void <extra_id_0>() {    assertThrows(Exception.class, () -> {      hotel.bookRoom(getNonExistingRoomId());    });  }  @Test()",bookingRoomWithInvalidIdShouldRaiseException
2267,"  public Optional<LotteryTicketId> <extra_id_0>(LotteryTicket ticket) {    var id = new LotteryTicketId();    tickets.put(id, ticket);    return Optional.of(id);  }  @Override",save
794,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteWithoutException
524,  public abstract String <extra_id_0>();  /**   * Set the name of this entity.   *   * @param name The new name   */,getName
3050,"  public void <extra_id_0>(Product product) throws SQLException {    var sql = ""update PRODUCTS set price = ?, expiration_date = ? where name = ?;"";    try (var connection = dataSource.getConnection();        var preparedStatement = connection.prepareStatement(sql)) {      preparedStatement.setBigDecimal(1, product.getPrice().getAmount());      preparedStatement.setDate(2, Date.valueOf(product.getExpirationDate()));      preparedStatement.setString(3, product.getName());      preparedStatement.executeUpdate();    }  }",update
2499,  public FluentIterable<E> <extra_id_0>(int count) {    return new LazyFluentIterable<>() {      @Override      public Iterator<E> iterator() {        return new DecoratingIterator<>(iterable.iterator()) {          private int stopIndex;          private int totalElementsCount;          private List<E> list;          private int currentIndex;          @Override          public E computeNext() {            initialize();            while (currentIndex < stopIndex && fromIterator.hasNext()) {              currentIndex++;              fromIterator.next();            }            if (currentIndex >= stopIndex && fromIterator.hasNext()) {              return fromIterator.next();            }            return null;          }          private void initialize() {            if (list == null) {              list = new ArrayList<>();              iterable.forEach(list::add);              totalElementsCount = list.size();              stopIndex = totalElementsCount - count;            }          }        };      }    };  }  /**   * Transforms this FluentIterable into a new one containing objects of the type T.   *   * @param function a function that transforms an instance of E into an instance of T   * @param <T>      the target type of the transformation   * @return a new FluentIterable of the new type   */  @Override,last
1388,"  void <extra_id_0>() {    final var observer = mock(WeatherObserver.class);    final var weather = new Weather();    weather.addObserver(observer);    verifyNoMoreInteractions(observer);    weather.timePasses();    assertEquals(""The weather changed to rainy."", appender.getLastMessage());    verify(observer).update(WeatherType.RAINY);    weather.removeObserver(observer);    weather.timePasses();    assertEquals(""The weather changed to windy."", appender.getLastMessage());    verifyNoMoreInteractions(observer);    assertEquals(2, appender.getLogSize());  }  /**   * Verify if the weather passes in the order of the {@link WeatherType}s   */  @Test",testAddRemoveObserver
2180,"  public Iterator<Item> <extra_id_0>(ItemType itemType) {    return new TreasureChestItemIterator(this, itemType);  }  /**   * Get all items.   */",iterator
1233,"  public void <extra_id_0>() {    LOGGER.info(""Tasting the stew"");    if (numPotatoes > 0) {      numPotatoes--;    }    if (numCarrots > 0) {      numCarrots--;    }    if (numMeat > 0) {      numMeat--;    }    if (numPeppers > 0) {      numPeppers--;    }  }",taste
3131,"  public Stream<Customer> <extra_id_0>() throws Exception {    try {      var connection = getConnection();      var statement = connection.prepareStatement(""SELECT * FROM CUSTOMERS""); // NOSONAR      var resultSet = statement.executeQuery(); // NOSONAR      return StreamSupport.stream(new Spliterators.AbstractSpliterator<Customer>(Long.MAX_VALUE,          Spliterator.ORDERED) {        @Override        public boolean tryAdvance(Consumer<? super Customer> action) {          try {            if (!resultSet.next()) {              return false;            }            action.accept(createCustomer(resultSet));            return true;          } catch (SQLException e) {            throw new RuntimeException(e); // NOSONAR          }        }      }, false).onClose(() -> mutedClose(connection, statement, resultSet));    } catch (SQLException e) {      throw new CustomException(e.getMessage(), e);    }  }",getAll
2079,"  public static void <extra_id_0>(String[] args) {    SpringApplication.run(App.class, args);  }",main
2543,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
1527,  public static King <extra_id_0>() {    return new King();  }  /**   * Method of the object mother to create a drunk king.   *   * @return A drunk {@link com.iluwatar.objectmother.King}.   */,createSoberUnhappyKing
19,  public abstract void <extra_id_0>();,doDraw
3017,"  private int <extra_id_0>(int x, int y) {    return x + WIDTH * y;  }",getIndex
3667,  int <extra_id_0>() {    return amount;  },count
2726,  void <extra_id_0>() {    appender.stop();  }  /**   * Test if {@link KingJoffrey} tells us what event he received   */  @Test,tearDown
3375,    void <extra_id_0>(List<Exception> list) throws Exception;  }  /**   * HandleErrorIssue defines how to handle errors.   *   * @param <T> is the type of object to be passed into the method as parameter.   */,operation
1985,  public void <extra_id_0>(FilterManager filterManager) {    this.filterManager = filterManager;  },setFilterManager
119,  default T <extra_id_0>() {    return get();  }  /**   * Checks if complete.   *   * @return true if complete   */,result
3170,"  void <extra_id_0>() {    final var newFirstname = ""Bill"";    customer.setFirstName(newFirstname);    assertEquals(newFirstname, customer.getFirstName());  }  @Test",getAndSetFirstname
2165,"  private void <extra_id_0>(TreeNode<T> node) {    while (node != null) {      pathStack.push(node);      node = node.getLeft();    }  }  /**   * Checks if there exists next element.   *   * @return true if this iterator has a ""next"" element   */  @Override",pushPathToNextSmallest
614,  public void <extra_id_0>(GiantModel giant) {    LOGGER.info(giant.toString());  },displayGiant
3601,"  void <extra_id_0>() {    var washingMachine = new WashingMachine(fakeDelayProvider);    washingMachine.wash();    washingMachine.wash();    var machineStateGlobal = washingMachine.getWashingMachineState();    fakeDelayProvider.task.run();    // washing machine remains in washing state    assertEquals(WashingMachineState.WASHING, machineStateGlobal);    // washing machine goes back to enabled state    assertEquals(WashingMachineState.ENABLED, washingMachine.getWashingMachineState());  }  @Test",wash
1104,"  public Saga <extra_id_0>(Saga saga) {    var inValue = saga.getCurrentValue();    if (inValue.equals(""bad_order"")) {      LOGGER.info(""The chapter '{}' has been started. But the exception has been raised.""              + ""The rollback is about to start"",          getName(), inValue);      saga.setCurrentStatus(Saga.ChapterResult.ROLLBACK);      return saga;    }    return super.process(saga);  }",process
777,"  public static void <extra_id_0>(Servant servant, int compliment) {    var k = new King();    var q = new Queen();    var guests = List.of(k, q);    // feed    servant.feed(k);    servant.feed(q);    // serve drinks    servant.giveWine(k);    servant.giveWine(q);    // compliment    servant.giveCompliments(guests.get(compliment));    // outcome of the night    guests.forEach(Royalty::changeMood);    // check your luck    if (servant.checkIfYouWillBeHanged(guests)) {      LOGGER.info(""{} will live another day"", servant.name);    } else {      LOGGER.info(""Poor {}. His days are numbered"", servant.name);    }  }",scenario
1161,"  void <extra_id_0>() {    final var message = new SimpleMessage();    final var headers = message.getHeaders();    assertThrows(UnsupportedOperationException.class, () -> {      headers.put(Message.Headers.SENDER, ""test"");    });  }",testUnModifiableHeaders
164,"  void <extra_id_0>() {    assertThrows(Exception.class, () -> {      hotel.cancelRoomBooking(1);    });  }",cancelRoomBookingForUnbookedRoomShouldRaiseException
615,  public void <extra_id_0>(Command command) {    setFatigue(command.fatigue());    setHealth(command.health());    setNourishment(command.nourishment());  }  /**   * Sets health.   *   * @param health the health   */,updateModel
3848,  public Object <extra_id_0>(String key) {    return properties.get(key);  }  @Override,get
3426,"    private Commander <extra_id_0>(boolean includeException, boolean includeDBException, Exception e) {        var l = includeDBException ? new DatabaseUnavailableException() : e;        PaymentService paymentService;        ShippingService shippingService;        MessagingService messagingService;        EmployeeHandle employeeHandle;        if (includeException) {            paymentService = new PaymentService                    (new PaymentDatabase(), l);            shippingService = new ShippingService(new ShippingDatabase(), l);            messagingService = new MessagingService(new MessagingDatabase(), l);            employeeHandle = new EmployeeHandle                    (new EmployeeDatabase(), l);        } else {            paymentService = new PaymentService                    (null);            shippingService = new ShippingService(null);            messagingService = new MessagingService(null);            employeeHandle = new EmployeeHandle                    (null);        }        return new Commander(employeeHandle, paymentService, shippingService,                messagingService, null, numOfRetries, retryDuration,                queueTime, queueTaskTime, paymentTime, messageTime, employeeTime);    }",buildCommanderObjectWithDB
